
**** Error Estimation Summary ****

DISP Displaced Species:
,Dichloromethane
,Chloroform
,Trichlorofluoromethane
,Dichlorodifluoromethane
,Carbon Tetrachloride
,1_1_2-Trichlorotrifluoroethane
,1_2-Dichloro-1_1_2_2-tetrafluoroethane
,Tetrachloroethene
,1_2-Dichlorobenzene
,1_4-Dichlorobenzene
,PCBTF
,N-Butane
,Isobutane
,N-Pentane
,Isopentane
,2-Methyl pentane
,Butene
,Propylene
,cis-2-Pentene
,Isoprene
,alpha-Pinene
,MVK
,Benzene
,Toluene
,Ethylbenzene
,Propylbenzene
,m_p-Xylene
,o-Xylene
,p-Isopropyl Toluene
,Naphthalene
,Methanol
,Ethanol
,Phenol
,Formaldehyde
,Acetaldehyde
,Isovaleraldehyde
,Hexaldehyde
,m_p-Tolualdehyde
,Phenylacetaldehyde
,Cyclohexanone
,Methyl acetate
,n-Butyl acetate
,Diethylphthalate
,D5-Siloxane

DISP Diagnostics:
,Error Code:,0
,Largest Decrease in Q:,-0.257
,%dQ:,-0.001733
,Swaps by Factor:,0,0,0,0,0,0,0,0,0,0,0,0,0

Concentrations for Factor 1,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
m_p-Xylene,0,,,,,,,,,0,0.008309931,0.009025879,
o-Xylene,0,,,,,,,,,0,0.003827915,0.004157712,
p-Isopropyl Toluene,0,,,,,,,,,0,0.002876291,0.0031241,
Naphthalene,0.00834551569031064,,,,,,,,,0.004716663,0.01067969,0.01119344,
Methanol,77.5710065029879,,,,,,,,,0,70.73727,76.8317,
Ethanol,4.81362668231561,,,,,,,,,0,5.065308,5.501713,
Phenol,1.47977989955435,,,,,,,,,9.560667,1.940764,1.284266,
Formaldehyde,2.17450130178704,,,,,,,,,0,3.494244,3.795293,
Acetaldehyde,0,,,,,,,,,0,0.6086551,0.6610942,
Isovaleraldehyde,0.395245189713187,,,,,,,,,2.754419,0.5061737,0.3124747,
Hexaldehyde,0.839563820758581,,,,,,,,,5.581791,1.073027,0.6845714,
m_p-Tolualdehyde,0,,,,,,,,,0,0.0003942163,0.0004281803,
Phenylacetaldehyde,1.13780445494525,,,,,,,,,8.070651,1.461813,0.8924247,
Cyclohexanone,0.00492576124421961,,,,,,,,,0.03037606,0.006305675,0.004231876,
Methyl acetate,0.257816241184271,,,,,,,,,1.614768,0.3331083,0.2226861,
n-Butyl acetate,0,,,,,,,,,0,0.008096012,0.008793531,
Diethylphthalate,0.18541368216031,,,,,,,,,0.6227683,0.196821,0.1601233,
D5-Siloxane,0,,,,,,,,,0,0.004174081,0.004533703,

Percent of Factor Total for Factor 4,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.152986268595487,,,,,,,,,0.0347251,0.1380531,0.1550198,
Chloroform,0.0355402344121677,,,,,,,,,0.03530427,0.03206733,0.03153582,
Trichlorofluoromethane,1.03827433653439,,,,,,,,,2.549594,0.924605,0.6577789,
Dichlorodifluoromethane,0,,,,,,,,,0,0.09705164,0.1129877,
Carbon Tetrachloride,0.0135073891095358,,,,,,,,,-1.069657E-17,0.04326404,0.05036807,
1_1_2-Trichlorotrifluoroethane,0.296206255099822,,,,,,,,,0.6139724,0.2673244,0.2104041,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0151055593176311,,,,,,,,,0,0.01561086,0.01817419,
Tetrachloroethene,0.0243214295568242,,,,,,,,,0.0592915,0.02193482,0.01580078,
1_2-Dichlorobenzene,0.267748551041156,,,,,,,,,0.8011119,0.2387842,0.146449,
1_4-Dichlorobenzene,0.0224043027370815,,,,,,,,,0.009269381,0.01361342,0.01432672,
PCBTF,0.0363345210539162,,,,,,,,,0.0842905,0.03238853,0.02386613,
N-Butane,4.26171195159058,,,,,,,,,11.50419,3.766291,2.495715,
Isobutane,0,,,,,,,,,0,0.06241771,0.07266681,
N-Pentane,0.237981149037318,,,,,,,,,0.1112898,0.1472838,0.1531941,
Isopentane,1.36840854271387,,,,,,,,,3.428715,1.185097,0.8166907,
2-Methyl pentane,0,,,,,,,,,0,0.07193025,0.08374133,
Butene,1.48831364769425,,,,,,,,,3.833954,1.330344,0.9192467,
Propylene,2.43880435040355,,,,,,,,,5.226819,2.193205,1.695079,
cis-2-Pentene,0,,,,,,,,,0,0.0006271269,0.0007301023,
Isoprene,1.86592440438621,,,,,,,,,3.571004,1.561943,1.232051,
alpha-Pinene,0.416958147544747,,,,,,,,,0.7276611,0.3694764,0.3106618,
MVK,0.837359897445333,,,,,,,,,1.645804,0.7046291,0.5500863,
Benzene,0,,,,,,,,,0,0.0666004,0.07753631,
Toluene,1.42130453299947,,,,,,,,,3.808749,1.266028,0.8485084,
Ethylbenzene,0.229795536879995,,,,,,,,,0.6145087,0.2044882,0.137162,
Propylbenzene,0.048710037585836,,,,,,,,,0.1212143,0.04351616,0.03075799,
m_p-Xylene,0.779552539865341,,,,,,,,,2.214963,0.6864763,0.435496,
o-Xylene,0.304115250018725,,,,,,,,,0.834861,0.2698128,0.1770309,
p-Isopropyl Toluene,0,,,,,,,,,0,0.004372543,0.005090522,
Naphthalene,0,,,,,,,,,0,0.0007943843,0.0009248236,
Methanol,44.4388416146424,,,,,,,,,0,52.22948,60.80566,
Ethanol,5.80105865714841,,,,,,,,,0,4.827874,5.620619,
Phenol,1.42762721273478,,,,,,,,,3.010426,1.281912,0.9980863,
Formaldehyde,16.898490642573,,,,,,,,,26.98855,13.78978,11.62252,
Acetaldehyde,8.8907038528056,,,,,,,,,15.87244,7.554417,6.188581,
Isovaleraldehyde,0.994184935880116,,,,,,,,,2.619308,0.8902913,0.6063835,
Hexaldehyde,2.96821587324062,,,,,,,,,7.909407,2.657839,1.795522,
m_p-Tolualdehyde,0.00852602071807245,,,,,,,,,0.01692996,0.007109321,0.005496754,
Phenylacetaldehyde,0.103624204661947,,,,,,,,,0,0.1852462,0.215664,
Cyclohexanone,0.00999209208169783,,,,,,,,,0.02150074,0.008924091,0.006858981,
Methyl acetate,0,,,,,,,,,0,0.02136301,0.02487085,
n-Butyl acetate,0.246104663447241,,,,,,,,,0.3464108,0.2329098,0.2142727,
Diethylphthalate,0.09872412786708,,,,,,,,,0,0.1032916,0.1202523,
D5-Siloxane,0.512532226043698,,,,,,,,,1.383748,0.4495325,0.2961326,

Percent of Factor Total for Factor 5,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.0068566812583416,,,,,,,,,0.004554591,0.006600875,0.008424182,
Chloroform,0.000294932455631499,,,,,,,,,0,0.0004298695,0.0008128973,
Trichlorofluoromethane,0.0044343631267732,,,,,,,,,0,0.004480968,0.008473655,
Dichlorodifluoromethane,0.0197395308004824,,,,,,,,,0.01248457,0.01925428,0.02528632,
Carbon Tetrachloride,0.000634442009107497,,,,,,,,,0,0.001004947,0.001900388,
1_1_2-Trichlorotrifluoroethane,0.00192343692016321,,,,,,,,,0.0003500212,0.001875383,0.00323453,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.000741727410290365,,,,,,,,,0.0003992611,0.0006996416,0.0009672905,
Tetrachloroethene,0.000124858198314768,,,,,,,,,3.018917E-05,0.0001255419,0.0002105044,
1_2-Dichlorobenzene,0,,,,,,,,,0,2.501275E-05,4.729992E-05,
1_4-Dichlorobenzene,0.000204686018647692,,,,,,,,,0,0.0001702774,0.0003220002,
PCBTF,0.000852398759487149,,,,,,,,,0.0005047412,0.0007777365,0.001020984,
N-Butane,0.00148858835466634,,,,,,,,,0,0.005032685,0.009516971,
Isobutane,0.00245686026251682,,,,,,,,,0,0.005700509,0.01077985,
N-Pentane,0.000619587527498059,,,,,,,,,0,0.0006112409,0.001155876,
Isopentane,0,,,,,,,,,-1.988153E-20,0.003965347,0.0074986,
2-Methyl pentane,0.00360589810465861,,,,,,,,,0,0.006609154,0.01249813,
Butene,0.00126865191693985,,,,,,,,,0,0.002675135,0.005058768,
Propylene,0,,,,,,,,,0,0.002623805,0.004961701,
cis-2-Pentene,0,,,,,,,,,0,2.083678E-05,3.940303E-05,
Isoprene,0.0314128596387813,,,,,,,,,0,0.0319579,0.06043343,
alpha-Pinene,0.00597073703808755,,,,,,,,,0,0.005672294,0.01072649,
MVK,0.0129598525534251,,,,,,,,,0,0.01360815,0.02573346,
Benzene,0,,,,,,,,,0,0.001933264,0.003655865,
Toluene,0.00430820925722246,,,,,,,,,0,0.005452998,0.0103118,
Ethylbenzene,0.000910615220500607,,,,,,,,,0.0002195627,0.001104296,0.001892623,
Propylbenzene,0.000151575785687478,,,,,,,,,0,0.0001993602,0.0003769966,
m_p-Xylene,0.000262342705997559,,,,,,,,,-1.609892E-19,0.0009744805,0.001842774,
o-Xylene,0.000617648799199769,,,,,,,,,0,0.0009400395,0.001777645,
p-Isopropyl Toluene,0,,,,,,,,,0,0.000175278,0.0003314564,
Naphthalene,0.000938849657971487,,,,,,,,,0.0003255207,0.0009730101,0.001549944,
Methanol,99.7202649146796,,,,,,,,,99.97974,99.59465,99.25155,
Ethanol,0.064419026266369,,,,,,,,,0,0.09569289,0.1809583,
Phenol,0.00857218274200506,,,,,,,,,-3.536196E-18,0.01092639,0.02066217,
Formaldehyde,0.0748581224415308,,,,,,,,,0,0.1086149,0.2053942,
Acetaldehyde,0.0144749277594906,,,,,,,,,0,0.04171463,0.07888371,
Isovaleraldehyde,0.000402736671429403,,,,,,,,,0,0.0009459342,0.001788792,
Hexaldehyde,0,,,,,,,,,0,0.001036739,0.001960507,
m_p-Tolualdehyde,2.80310075297209E-05,,,,,,,,,0,4.125232E-05,7.800949E-05,
Phenylacetaldehyde,0.00495140284970464,,,,,,,,,0,0.004718941,0.008923671,
Cyclohexanone,6.20502279582464E-05,,,,,,,,,0,6.670287E-05,0.0001261373,
Methyl acetate,0.00285511874463749,,,,,,,,,0,0.003556161,0.006724817,
n-Butyl acetate,0.0046835306721521,,,,,,,,,0.001380392,0.004350774,0.006997482,
Diethylphthalate,0.00163331032622888,,,,,,,,,0,0.006003854,0.01135348,
D5-Siloxane,0,,,,,,,,,0,0.001994662,0.00377197,

Percent of Factor Total for Factor 6,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.0307305741726148,,,,,,,,,0,0.02741907,0.03688563,
Chloroform,0.0385153126465746,,,,,,,,,0.02675384,0.02268074,0.02127448,
Trichlorofluoromethane,0.0879822699861498,,,,,,,,,0,0.06258689,0.08419529,
Dichlorodifluoromethane,0,,,,,,,,,0,0.02590265,0.03484565,
Carbon Tetrachloride,0.0371291776244773,,,,,,,,,0.001268113,0.02346678,0.03113097,
1_1_2-Trichlorotrifluoroethane,0.0390866515862776,,,,,,,,,0,0.02313291,0.03111965,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0,,,,,,,,,0,0.001059309,0.001425041,
Tetrachloroethene,0.0035957049284262,,,,,,,,,0.001190294,0.002180005,0.002521708,
1_2-Dichlorobenzene,0,,,,,,,,,0,0.0002306279,0.0003102531,
1_4-Dichlorobenzene,0.00888225898012456,,,,,,,,,0,0.003909156,0.005258809,
PCBTF,0,,,,,,,,,0,0.00273798,0.00368328,
N-Butane,0.121094404756221,,,,,,,,,0,0.07671326,0.1031988,
Isobutane,0,,,,,,,,,0,0.03760543,0.05058887,
N-Pentane,0,,,,,,,,,0,0.0102318,0.01376437,
Isopentane,0.205544582809293,,,,,,,,,0.07154396,0.1219642,0.139372,
2-Methyl pentane,0,,,,,,,,,0,0.029832,0.04013163,
Butene,0.243457142691301,,,,,,,,,0.158077,0.1399145,0.1336438,
Propylene,0,,,,,,,,,0,0.0206162,0.02773403,
cis-2-Pentene,0.00704239052515667,,,,,,,,,0.001702702,0.004119498,0.004953907,
Isoprene,0.245322338542565,,,,,,,,,-1.073695E-16,0.336239,0.452327,
alpha-Pinene,0.0622877246119477,,,,,,,,,0,0.067176,0.0903688,
MVK,0.237547416888875,,,,,,,,,0,0.1975448,0.265748,
Benzene,0.326075502082026,,,,,,,,,0.1136738,0.1890016,0.2150089,
Toluene,0.149938186072978,,,,,,,,,0.03442216,0.1056095,0.1301872,
Ethylbenzene,0.0143317722483018,,,,,,,,,0,0.01293029,0.01739452,
Propylbenzene,0.00109685296238647,,,,,,,,,0,0.002334385,0.003140342,
m_p-Xylene,0,,,,,,,,,0,0.01243883,0.0167334,
o-Xylene,0.00702157886618467,,,,,,,,,0,0.01185706,0.01595077,
p-Isopropyl Toluene,0.0359079651829129,,,,,,,,,0.02451762,0.02081929,0.01954242,
Naphthalene,0.0142318370179551,,,,,,,,,0.003397404,0.01068072,0.01319532,
Methanol,0.924351796605358,,,,,,,,,0,40.45707,54.42505,
Ethanol,91.3042819654537,,,,,,,,,99.15688,54.18568,38.65919,
Phenol,0.0812989787464628,,,,,,,,,-4.044008E-17,0.1274066,0.1713943,
Formaldehyde,3.47004962897262,,,,,,,,,0,2.163781,2.910836,
Acetaldehyde,1.7202995840816,,,,,,,,,0.07824171,1.040343,1.372513,
Isovaleraldehyde,0.0261696794752609,,,,,,,,,0,0.01865264,0.02509255,
Hexaldehyde,0,,,,,,,,,0,0.01236029,0.01662774,
m_p-Tolualdehyde,0,,,,,,,,,0,0.000150801,0.0002028657,
Phenylacetaldehyde,0,,,,,,,,,0,0.02146782,0.02887968,
Cyclohexanone,0.00258221640377096,,,,,,,,,0.001465177,0.001567404,0.001602699,
Methyl acetate,0.313804476744763,,,,,,,,,0.2192727,0.1837943,0.1715453,
n-Butyl acetate,0.114340432410591,,,,,,,,,0.05905344,0.07235136,0.07694254,
Diethylphthalate,0,,,,,,,,,0,0.02625104,0.03531432,
D5-Siloxane,0.126006741619234,,,,,,,,,0.04853028,0.08618937,0.09919135,

Percent of Factor Total for Factor 7,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.396103845084679,,,,,,,,,1.330253,0.3344307,0.2630658,
Chloroform,0.0806433134489473,,,,,,,,,0.301943,0.06756776,0.05077142,
Trichlorofluoromethane,0,,,,,,,,,0,0.03865493,0.04142511,
Dichlorodifluoromethane,3.41106329605015,,,,,,,,,17.41597,2.891724,1.850854,
Carbon Tetrachloride,0.280448200279144,,,,,,,,,0.9863137,0.2256052,0.1710895,
1_1_2-Trichlorotrifluoroethane,0.121733631101232,,,,,,,,,0,0.1115124,0.1195038,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.107169071665906,,,,,,,,,0.4679131,0.09018481,0.06311516,
Tetrachloroethene,0.0241884724998147,,,,,,,,,0.1127161,0.02042644,0.01381256,
1_2-Dichlorobenzene,0.0626693428168505,,,,,,,,,0.2067477,0.05357439,0.04259733,
1_4-Dichlorobenzene,0.788068746711916,,,,,,,,,4.825247,0.6772596,0.379997,
PCBTF,0.00187530658711447,,,,,,,,,-4.166186E-18,0.00728501,0.007807085,
N-Butane,1.17629468681247,,,,,,,,,3.40503,1.030421,0.8602465,
Isobutane,1.32280980710217,,,,,,,,,6.983073,1.12452,0.7046713,
N-Pentane,0,,,,,,,,,0,0.02926227,0.03135933,
Isopentane,0.386695574452427,,,,,,,,,0.9954254,0.3458572,0.2993063,
2-Methyl pentane,0,,,,,,,,,0,0.05887985,0.06309944,
Butene,0.331506763266747,,,,,,,,,0,0.2910627,0.3119215,
Propylene,7.59243961919017,,,,,,,,,41.59435,6.392984,3.870303,
cis-2-Pentene,0.0132020122929286,,,,,,,,,0,0.01159648,0.01242753,
Isoprene,0,,,,,,,,,0,0.4152166,0.4449728,
alpha-Pinene,0.183756916147309,,,,,,,,,0,0.172969,0.1853647,
MVK,0,,,,,,,,,0,0.1631905,0.1748855,
Benzene,0,,,,,,,,,0,0.09881215,0.1058934,
Toluene,0.211268716776187,,,,,,,,,0.1909614,0.2272496,0.2298501,
Ethylbenzene,0.0273170268191164,,,,,,,,,0,0.03168082,0.0339512,
Propylbenzene,0.0209077511416365,,,,,,,,,0.06561519,0.01857096,0.01519956,
m_p-Xylene,0,,,,,,,,,0,0.04541982,0.0486748,
o-Xylene,0.0161036203428201,,,,,,,,,0,0.03104287,0.03326754,
p-Isopropyl Toluene,0.0484430289707987,,,,,,,,,0.2072691,0.04112854,0.02922218,
Naphthalene,0,,,,,,,,,0,0.0009222712,0.000988365,
Methanol,72.6801949230539,,,,,,,,,0.5911076,69.63382,74.58171,
Ethanol,2.77674412541909,,,,,,,,,-3.946407E-15,3.786576,4.057938,
Phenol,1.34089594658007,,,,,,,,,4.949682,1.120831,0.8464395,
Formaldehyde,1.34420014513853,,,,,,,,,0,4.640354,4.972901,
Acetaldehyde,1.54958217132503,,,,,,,,,0,2.500035,2.679199,
Isovaleraldehyde,0.193782550194432,,,,,,,,,0,0.163921,0.1756683,
Hexaldehyde,0.666430763463692,,,,,,,,,0.6141064,0.5675018,0.5641619,
m_p-Tolualdehyde,0,,,,,,,,,0,0.001388472,0.001487976,
Phenylacetaldehyde,2.35085032175207,,,,,,,,,12.48742,1.952641,1.197674,
Cyclohexanone,0.00683308261889942,,,,,,,,,0.02201902,0.005809618,0.004647983,
Methyl acetate,0,,,,,,,,,0,0.02895284,0.03102772,
n-Butyl acetate,0.00113490525223805,,,,,,,,,-3.352116E-18,0.06813707,0.07302006,
Diethylphthalate,0.0351410211951798,,,,,,,,,0,0.09553064,0.1023768,
D5-Siloxane,0.449510128100662,,,,,,,,,2.246856,0.3854995,0.2521066,

Percent of Factor Total for Factor 8,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.193235162217326,,,,,,,,,0.1246329,0.08134024,0.07971054,
Chloroform,0.0466564640679292,,,,,,,,,0.0667708,0.02050458,0.01876295,
Trichlorofluoromethane,0.887637190040716,,,,,,,,,2.831529,0.376657,0.2842464,
Dichlorodifluoromethane,1.15813626270059,,,,,,,,,1.266517,0.4930719,0.4639565,
Carbon Tetrachloride,0.294088072104904,,,,,,,,,0.9645031,0.1233953,0.09173284,
1_1_2-Trichlorotrifluoroethane,0.256189418144704,,,,,,,,,0.6130906,0.1066032,0.08753707,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.052598260267476,,,,,,,,,0.1118807,0.02146153,0.01805781,
Tetrachloroethene,0.00189020393286851,,,,,,,,,-4.530009E-18,0.001857835,0.001927771,
1_2-Dichlorobenzene,0,,,,,,,,,0,0.0003771884,0.0003913871,
1_4-Dichlorobenzene,0,,,,,,,,,0,0.002152406,0.00223343,
PCBTF,0.0212924643741314,,,,,,,,,0.02191574,0.008836091,0.008343724,
N-Butane,0,,,,,,,,,0,0.03357107,0.03483481,
Isobutane,0,,,,,,,,,0,0.04401387,0.04567072,
N-Pentane,0,,,,,,,,,0,0.02431272,0.02522794,
Isopentane,1.07404648257552,,,,,,,,,4.240335,0.4627122,0.3205083,
2-Methyl pentane,0.725351453010418,,,,,,,,,2.015585,0.3003681,0.2358009,
Butene,0,,,,,,,,,0,0.04257844,0.04418125,
Propylene,1.42041139598393,,,,,,,,,4.884415,0.6382363,0.4783942,
cis-2-Pentene,0,,,,,,,,,0,0.001203791,0.001249107,
Isoprene,1.77061414776806,,,,,,,,,0,0.7672339,0.7961155,
alpha-Pinene,0.28310911303723,,,,,,,,,0,0.1397647,0.145026,
MVK,0.774215359472666,,,,,,,,,0,0.3434602,0.3563894,
Benzene,0,,,,,,,,,0,0.0325877,0.03381442,
Toluene,0.237843180052216,,,,,,,,,0,0.1557834,0.1616476,
Ethylbenzene,0.0511337137301713,,,,,,,,,0,0.02848103,0.02955316,
Propylbenzene,0.0154918458005485,,,,,,,,,0.008347969,0.007773083,0.007751442,
m_p-Xylene,0.112174533095942,,,,,,,,,0.09964644,0.05207457,0.05028378,
o-Xylene,0.0835003978030889,,,,,,,,,0.1045337,0.04141131,0.03903515,
p-Isopropyl Toluene,0.129869709321121,,,,,,,,,0.5651082,0.0547326,0.03552014,
Naphthalene,0.0578177204584504,,,,,,,,,0.03981205,0.0226029,0.02195508,
Methanol,53.648183194547,,,,,,,,,0,78.46557,81.4193,
Ethanol,5.99641686357261,,,,,,,,,0,3.972227,4.121756,
Phenol,0.110406386129987,,,,,,,,,-3.530389E-16,0.198538,0.2060117,
Formaldehyde,10.9111115678183,,,,,,,,,4.369798,4.574739,4.582454,
Acetaldehyde,8.25546447747874,,,,,,,,,20.24041,3.443247,2.810939,
Isovaleraldehyde,0.210464315211167,,,,,,,,,0.4058276,0.08691227,0.0749071,
Hexaldehyde,0.558672761696488,,,,,,,,,1.312194,0.2286026,0.1878122,
m_p-Tolualdehyde,0.00498178834299256,,,,,,,,,0.006131715,0.002154402,0.002004681,
Phenylacetaldehyde,0.342225530588891,,,,,,,,,-3.50304E-16,0.1464443,0.151957,
Cyclohexanone,0.0164602146621355,,,,,,,,,0.07008021,0.007265635,0.004901058,
Methyl acetate,0.0583735216946479,,,,,,,,,-1.226424E-16,0.06653598,0.06904063,
n-Butyl acetate,0,,,,,,,,,0,0.04020515,0.04171862,
Diethylphthalate,9.87626586293758,,,,,,,,,55.63694,4.217629,2.282013,
D5-Siloxane,0.363676305796021,,,,,,,,,0,0.1207784,0.1253249,

Percent of Factor Total for Factor 9,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,1.10366332570826,,,,,,,,,1.25347,0.4806932,0.3812595,
Chloroform,0.0616205021469147,,,,,,,,,0,0.03208508,0.03621349,
Trichlorofluoromethane,1.13223169500714,,,,,,,,,0.4335924,0.4943809,0.5022025,
Dichlorodifluoromethane,5.45718872070326,,,,,,,,,6.52666,2.380669,1.847201,
Carbon Tetrachloride,0.180306321968345,,,,,,,,,0,0.09986962,0.1127199,
1_1_2-Trichlorotrifluoroethane,0.163553914236097,,,,,,,,,0,0.109016,0.1230431,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.270538256029629,,,,,,,,,0.3730005,0.1175656,0.08469864,
Tetrachloroethene,0,,,,,,,,,0,0.002006593,0.002264782,
1_2-Dichlorobenzene,0.0132265248007653,,,,,,,,,0,0.006711494,0.007575066,
1_4-Dichlorobenzene,0,,,,,,,,,0,0.01665951,0.0188031,
PCBTF,0.0512949271992197,,,,,,,,,0.0160991,0.02082515,0.02143325,
N-Butane,14.3661086496361,,,,,,,,,22.40081,6.040778,3.935723,
Isobutane,5.93602399876797,,,,,,,,,9.838136,2.570975,1.635905,
N-Pentane,7.40193844841683,,,,,,,,,12.31475,3.117751,1.934368,
Isopentane,5.99305570659625,,,,,,,,,9.392437,2.595161,1.720552,
2-Methyl pentane,0.303496911492824,,,,,,,,,0,0.2566488,0.2896719,
Butene,5.97488538347601,,,,,,,,,9.195858,2.567399,1.714511,
Propylene,13.2086695699535,,,,,,,,,19.30549,5.484755,3.706433,
cis-2-Pentene,0.200776818940228,,,,,,,,,0.2885954,0.08691533,0.06096502,
Isoprene,1.6174738500102,,,,,,,,,0,0.6972721,0.7869904,
alpha-Pinene,0.537799552051445,,,,,,,,,0.1007367,0.2308165,0.2475539,
MVK,0.506615916592482,,,,,,,,,0,0.2744359,0.3097477,
Benzene,1.42705306494082,,,,,,,,,0.8593136,0.6237643,0.593456,
Toluene,2.54016915990239,,,,,,,,,3.254939,1.099884,0.8225921,
Ethylbenzene,0.431340364105319,,,,,,,,,0.5753329,0.1871402,0.1371912,
Propylbenzene,0.0895523849827403,,,,,,,,,0.1021871,0.03875832,0.0305969,
m_p-Xylene,0.898706282142683,,,,,,,,,1.276504,0.3861848,0.2716269,
o-Xylene,0.445614045677811,,,,,,,,,0.5888777,0.1924103,0.1413966,
p-Isopropyl Toluene,0.0634784964590368,,,,,,,,,0,0.02722267,0.03072543,
Naphthalene,0,,,,,,,,,0,0.001628737,0.001838307,
Methanol,28.0810265284888,,,,,,,,,0,59.96823,67.68436,
Ethanol,0,,,,,,,,,0,3.860094,4.356774,
Phenol,0,,,,,,,,,0,0.06675511,0.07534452,
Formaldehyde,0,,,,,,,,,0,3.341058,3.770953,
Acetaldehyde,0,,,,,,,,,0,1.536659,1.734381,
Isovaleraldehyde,0,,,,,,,,,0,0.03509818,0.03961429,
Hexaldehyde,0,,,,,,,,,0,0.01893334,0.0213695,
m_p-Tolualdehyde,0,,,,,,,,,0,0.001485757,0.00167693,
Phenylacetaldehyde,0,,,,,,,,,0,0.08704287,0.09824271,
Cyclohexanone,0,,,,,,,,,0,0.001537274,0.001735075,
Methyl acetate,0,,,,,,,,,0,0.03535782,0.03990733,
n-Butyl acetate,1.54258691137012,,,,,,,,,1.90322,0.638873,0.4761888,
Diethylphthalate,0,,,,,,,,,0,0.09781533,0.1104013,
D5-Siloxane,0,,,,,,,,,0,0.07068603,0.07978123,

Percent of Factor Total for Factor 10,,
Species,Base Value,BS 5th,BS 25th,BS 50th,BS 75th,BS 95th,BS-DISP 5th,BS-DISP Average,BS-DISP 95th,DISP Min,DISP Average,DISP Max
Dichloromethane,0.481828660202074,,,,,,,,,0.2931385,0.1916678,0.1746184,
Chloroform,0.243013263072973,,,,,,,,,0.250538,0.09607849,0.07012579,
Trichlorofluoromethane,1.06163873666038,,,,,,,,,0.759575,0.4194683,0.3623226,
Dichlorodifluoromethane,0.732883931638401,,,,,,,,,0,0.3279654,0.383071,
Carbon Tetrachloride,0.331974729457244,,,,,,,,,0.2401707,0.1313706,0.1130898,
1_1_2-Trichlorotrifluoroethane,0.40316158874088,,,,,,,,,0.3112723,0.1594019,0.1338842,
1_2-Dichloro-1_1_2_2-tetrafluoroethane,0.0085439836589969,,,,,,,,,-1.611656E-18,0.008063524,0.009418379,
Tetrachloroethene,0.0624634129541764,,,,,,,,,0.07277309,0.02511068,0.01710231,
1_2-Dichlorobenzene,0,,,,,,,,,0,0.0005294085,0.000618361,
1_4-Dichlorobenzene,0,,,,,,,,,0,0.003609641,0.004216142,
PCBTF,0.106600826254991,,,,,,,,,0.1143505,0.04237796,0.03028494,
N-Butane,3.84096931139526,,,,,,,,,4.276905,1.548469,1.09003,
Isobutane,5.76517326591553,,,,,,,,,7.403389,2.325762,1.472605,
N-Pentane,0,,,,,,,,,0,0.0848378,0.09909247,
Isopentane,4.86962853122274,,,,,,,,,5.78179,1.945427,1.300832,
2-Methyl pentane,5.00274301635744,,,,,,,,,5.968604,2.009093,1.343805,
Butene,1.87057322604279,,,,,,,,,1.967921,0.7495894,0.5448821,
Propylene,1.17706704557554,,,,,,,,,0.3441538,0.4578136,0.476911,
cis-2-Pentene,0.0599613392007655,,,,,,,,,0.05824585,0.02615702,0.02076537,
Isoprene,0,,,,,,,,,-3.022882E-17,0.4164731,0.48645,
alpha-Pinene,0.0470108967548363,,,,,,,,,0,0.09543695,0.1114725,
MVK,0.873280959922313,,,,,,,,,0.324363,0.410433,0.4248947,
Benzene,1.84279552574505,,,,,,,,,1.496744,0.72597,0.5964626,
Toluene,1.01253358856849,,,,,,,,,0.7900502,0.4053112,0.3406663,
Ethylbenzene,0.16519408770701,,,,,,,,,0.1347682,0.06588016,0.05430542,
Propylbenzene,0.0490822600991362,,,,,,,,,0.04031302,0.01957999,0.01609637,
m_p-Xylene,0,,,,,,,,,0,0.00462354,0.0054004,
