Mapping of bootstrap factors to base factors

,Composting (MeOH),Gasoline vapor-summer blend,Biogenic,Gasoline vapor-winter blend,Secondary VOC,University + K12 institutes,Mixing solvents,VCP (siloxane),VCP (Ethanol),Unmapped
Boot Factor 1,49,0,0,0,0,1,0,0,0,0
Boot Factor 2,0,40,3,0,0,0,5,2,0,0
Boot Factor 3,0,0,40,0,1,2,7,0,0,0
Boot Factor 4,0,0,2,36,2,3,3,2,1,1
Boot Factor 5,0,0,0,0,46,2,1,0,0,1
Boot Factor 6,0,1,0,0,1,47,1,0,0,0
Boot Factor 7,0,0,0,0,0,0,49,0,0,1
Boot Factor 8,0,4,2,0,2,4,6,30,0,2
Boot Factor 9,0,0,0,0,0,0,0,0,50,0


Bootstrapping and Pulling Results.  Includes adjustment for measurement errors.
There is a block of rows for each species.
Columns are:  Original Factor, m Smallest Bootstraps, m Largest Bootstraps, Each Bootstrap

0.714271E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.118928E+00,0.123120E+00,0.123769E+00,0.124244E+00,0.130216E+00,0.145077E+00,0.714271E-01,0.697772E-01,0.527001E-01,0.668105E-01,0.741015E-01,0.525550E-01,0.000000E+00,0.595638E-02,0.000000E+00,0.876459E-01,0.123769E+00,0.170540E-01,0.112064E+00,0.115063E-01,0.473397E-01,0.117306E-01,0.444108E-01,0.145077E+00,0.123120E+00,0.000000E+00,0.227749E-02,0.401196E-01,0.100810E+00,0.756461E-01,0.000000E+00,0.000000E+00,0.157526E-02,0.922565E-01,0.685248E-01,0.000000E+00,0.289307E-01,0.130216E+00,0.118928E+00,0.314110E-01,0.804980E-01,0.242104E-02,0.000000E+00,0.514365E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.721954E-01,0.405887E-01,0.627235E-01,0.625547E-01,0.100170E+00,0.821254E-01,0.124244E+00,0.781185E-01,0.102364E+00,0.229646E-01,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.190596E-01,0.200260E-01,0.246148E-01,0.261698E-01,0.272176E-01,0.287451E-01,0.000000E+00,0.188812E-01,0.140018E-01,0.200260E-01,0.659555E-02,0.287451E-01,0.894059E-02,0.133116E-01,0.230162E-02,0.545308E-02,0.261698E-01,0.000000E+00,0.190596E-01,0.000000E+00,0.830217E-02,0.761630E-03,0.000000E+00,0.157014E-01,0.000000E+00,0.272176E-01,0.000000E+00,0.000000E+00,0.842278E-02,0.557026E-03,0.160983E-02,0.000000E+00,0.266650E-02,0.944799E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.246148E-01,0.159924E-01,0.138672E-01,0.124144E-01,0.566348E-02,0.000000E+00,0.647852E-02,0.139398E-01,0.166334E-01,0.121323E-01,0.688184E-02,0.782340E-02,0.000000E+00,0.950891E-03,0.157070E-01,0.108377E-01,0.343563E-02,0.879615E-02,0.000000E+00,0.000000E+00,

0.472451E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.148538E-02,0.154926E-02,0.226944E-02,0.271111E-02,0.285937E-02,0.628530E-02,0.472451E-03,0.628530E-02,0.596092E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.960121E-03,0.000000E+00,0.285937E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.138944E-02,0.586502E-03,0.000000E+00,0.154926E-02,0.807745E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.212335E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.364955E-03,0.403248E-03,0.226944E-02,0.000000E+00,0.402227E-03,0.199827E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.814513E-04,0.000000E+00,0.141615E-02,0.753509E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.148538E-02,0.271111E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,
0.249736E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.233079E-01,0.353641E-01,0.396066E-01,0.494769E-01,0.514919E-01,0.591209E-01,0.249736E-02,0.233079E-01,0.196098E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.381788E-02,0.000000E+00,0.000000E+00,0.368829E-03,0.000000E+00,0.241938E-02,0.494769E-01,0.216028E-02,0.000000E+00,0.000000E+00,0.948161E-03,0.000000E+00,0.133638E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.253157E-02,0.396066E-01,0.129686E-02,0.977680E-02,0.000000E+00,0.127905E-02,0.000000E+00,0.353641E-01,0.000000E+00,0.514919E-01,0.000000E+00,0.252003E-02,0.591209E-01,0.000000E+00,0.900452E-02,0.000000E+00,0.114708E-02,0.000000E+00,0.000000E+00,0.206615E-02,0.000000E+00,0.000000E+00,0.000000E+00,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.239992E-02,0.286515E-02,0.367538E-02,0.419890E-02,0.577450E-02,0.670179E-02,0.000000E+00,0.197667E-03,0.577450E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.201909E-02,0.000000E+00,0.000000E+00,0.419890E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.164179E-02,0.356674E-03,0.286515E-02,0.670179E-02,0.000000E+00,0.443716E-03,0.438693E-03,0.200206E-02,0.000000E+00,0.139552E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.367538E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.633745E-03,0.000000E+00,0.165242E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.239992E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.121784E-02,0.144229E-03,0.000000E+00,0.000000E+00,0.000000E+00,
0.674245E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.177149E-03,0.753008E-01,0.754063E-01,0.756595E-01,0.763978E-01,0.783070E-01,0.783162E-01,0.674245E-01,0.581249E-01,0.783162E-01,0.440047E-02,0.763978E-01,0.672841E-01,0.617107E-01,0.748942E-01,0.433717E-01,0.749142E-01,0.323281E-02,0.753008E-01,0.000000E+00,0.750610E-01,0.756595E-01,0.741598E-03,0.754063E-01,0.783070E-01,0.675670E-01,0.590440E-01,0.732160E-01,0.672909E-01,0.676105E-01,0.520703E-02,0.304047E-01,0.657169E-01,0.510683E-01,0.135635E-02,0.706201E-01,0.288719E-02,0.734321E-01,0.630676E-01,0.157396E-01,0.559849E-01,0.715351E-01,0.341667E-01,0.000000E+00,0.000000E+00,0.345504E-01,0.665828E-01,0.128792E-02,0.177149E-03,0.488862E-02,0.000000E+00,0.727417E-01,0.572073E-01,0.528836E-01,0.711660E-01,0.671711E-01,0.000000E+00,0.672994E-01,
0.529705E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.176631E-01,0.195063E-01,0.210310E-01,0.232819E-01,0.303840E-01,0.359851E-01,0.529705E-02,0.000000E+00,0.118428E-02,0.113051E-01,0.155653E-01,0.575344E-03,0.406961E-02,0.644955E-02,0.285204E-02,0.555805E-02,0.462876E-02,0.234438E-02,0.974211E-02,0.744262E-02,0.267279E-02,0.344756E-02,0.186357E-02,0.475554E-02,0.000000E+00,0.707428E-02,0.532202E-02,0.000000E+00,0.415944E-02,0.000000E+00,0.133142E-02,0.734788E-02,0.210310E-01,0.166917E-02,0.111061E-02,0.232819E-01,0.350924E-02,0.795640E-02,0.195063E-01,0.936760E-02,0.303840E-01,0.000000E+00,0.176631E-01,0.359851E-01,0.769746E-02,0.478906E-02,0.652901E-02,0.126185E-01,0.145790E-02,0.172495E-01,0.214762E-02,0.150283E-01,0.122633E-01,0.600897E-02,0.597882E-02,0.000000E+00,0.785409E-02,
0.520285E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.209147E-01,0.224352E-01,0.226190E-01,0.232090E-01,0.298956E-01,0.312988E-01,0.520285E-03,0.760598E-03,0.227959E-02,0.183933E-01,0.200191E-01,0.227993E-03,0.860696E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.188188E-01,0.000000E+00,0.170632E-01,0.000000E+00,0.298956E-01,0.169070E-01,0.183425E-02,0.107091E-02,0.166878E-02,0.899107E-02,0.896048E-03,0.000000E+00,0.000000E+00,0.224352E-01,0.133502E-01,0.121567E-01,0.238257E-03,0.800315E-04,0.639153E-03,0.193853E-01,0.108398E-02,0.459694E-02,0.000000E+00,0.129670E-01,0.441095E-02,0.130501E-01,0.194310E-01,0.226190E-01,0.000000E+00,0.127402E-02,0.188044E-01,0.153360E-01,0.232090E-01,0.209147E-01,0.532081E-02,0.208239E-02,0.202117E-01,0.109153E-03,0.454231E-02,0.312988E-01,0.992434E-02,
0.149689E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.524521E-01,0.542291E-01,0.555602E-01,0.575694E-01,0.580553E-01,0.589893E-01,0.149689E-01,0.942787E-02,0.000000E+00,0.542291E-01,0.000000E+00,0.000000E+00,0.166545E-01,0.106319E-01,0.000000E+00,0.395251E-02,0.413830E-01,0.000000E+00,0.131117E-01,0.000000E+00,0.696427E-02,0.575694E-01,0.000000E+00,0.117853E-01,0.166530E-01,0.194208E-01,0.000000E+00,0.266730E-01,0.160048E-01,0.524521E-01,0.164484E-02,0.000000E+00,0.000000E+00,0.555602E-01,0.123686E-01,0.178043E-01,0.115879E-01,0.000000E+00,0.589893E-01,0.000000E+00,0.000000E+00,0.449000E-02,0.580553E-01,0.364998E-02,0.000000E+00,0.849479E-02,0.000000E+00,0.461328E-01,0.000000E+00,0.490534E-01,0.594891E-02,0.213008E-01,0.000000E+00,0.166948E-01,0.918482E-02,0.242335E-01,0.206995E-02,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.159054E-01,0.188361E-01,0.416369E-01,0.616742E-01,0.699121E-01,0.737698E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.607811E-03,0.000000E+00,0.188361E-01,0.997171E-03,0.000000E+00,0.699121E-01,0.275886E-02,0.159054E-01,0.000000E+00,0.000000E+00,0.240283E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.101838E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.360378E-02,0.737698E-01,0.000000E+00,0.934316E-03,0.405611E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.250502E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.175790E-02,0.000000E+00,0.616742E-01,0.000000E+00,0.381853E-02,0.118439E-01,0.416369E-01,0.215247E-02,0.000000E+00,0.000000E+00,0.843829E-02,0.808900E-03,0.000000E+00,0.119054E-01,0.000000E+00,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.687049E-02,0.829035E-02,0.838888E-02,0.920124E-02,0.112786E-01,0.231547E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.235409E-03,0.112786E-01,0.000000E+00,0.155938E-02,0.240155E-02,0.000000E+00,0.000000E+00,0.364768E-02,0.268877E-02,0.000000E+00,0.000000E+00,0.470719E-02,0.829035E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.150334E-02,0.000000E+00,0.544634E-02,0.000000E+00,0.368746E-02,0.277489E-02,0.920124E-02,0.593808E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.838888E-02,0.000000E+00,0.625814E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.774993E-03,0.000000E+00,0.000000E+00,0.000000E+00,0.839717E-03,0.000000E+00,0.560908E-02,0.231547E-01,0.687049E-02,

0.765666E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.161776E-02,0.199435E-02,0.193856E-01,0.201560E-01,0.204636E-01,0.212825E-01,0.228952E-01,0.283451E-01,0.765666E-02,0.283451E-01,0.130051E-01,0.513147E-02,0.676321E-02,0.380740E-02,0.158857E-01,0.109187E-01,0.204636E-01,0.707743E-02,0.000000E+00,0.201560E-01,0.000000E+00,0.994339E-02,0.140657E-01,0.488335E-02,0.101028E-01,0.161776E-02,0.292793E-02,0.938378E-02,0.119213E-01,0.398646E-02,0.117706E-01,0.108530E-01,0.000000E+00,0.212825E-01,0.296077E-02,0.111045E-01,0.560603E-02,0.228952E-01,0.543474E-02,0.705446E-02,0.199435E-02,0.992132E-02,0.423224E-02,0.915257E-02,0.908647E-02,0.476644E-02,0.546240E-02,0.193856E-01,0.534291E-02,0.150423E-01,0.149941E-01,0.423398E-02,0.248453E-02,0.558123E-02,0.668517E-02,0.445596E-02,0.112226E-01,0.000000E+00,0.910877E-02,
0.222669E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.131982E-02,0.332662E-02,0.464121E-02,0.112197E+00,0.124060E+00,0.151690E+00,0.157950E+00,0.165923E+00,0.174191E+00,0.222669E-01,0.112197E+00,0.675813E-01,0.167895E-01,0.718405E-02,0.124060E+00,0.332755E-01,0.629926E-01,0.136120E-01,0.196011E-01,0.206585E-01,0.298952E-01,0.174191E+00,0.724504E-01,0.332662E-02,0.151690E+00,0.241530E-01,0.132762E-01,0.187582E-01,0.701388E-01,0.107883E+00,0.214945E-01,0.579117E-02,0.464121E-02,0.172157E-01,0.248205E-01,0.197445E-01,0.000000E+00,0.453275E-01,0.308532E-01,0.216687E-01,0.376125E-01,0.000000E+00,0.992925E-02,0.000000E+00,0.839537E-01,0.774493E-01,0.157950E+00,0.131982E-02,0.194114E-01,0.165923E+00,0.200779E-01,0.127598E-01,0.192743E-01,0.244755E-01,0.656797E-02,0.269341E-01,0.257003E-01,0.784247E-02,0.179107E-01,0.255470E-01,
0.173069E-01,0.000000E+00,0.701047E-02,0.749297E-02,0.852755E-02,0.113350E-01,0.124046E-01,0.685648E-01,0.702346E-01,0.735964E-01,0.823569E-01,0.842412E-01,0.112177E+00,0.173069E-01,0.148127E-01,0.000000E+00,0.313388E-01,0.374839E-01,0.214970E-01,0.245627E-01,0.124046E-01,0.852755E-02,0.297611E-01,0.680958E-01,0.293802E-01,0.484490E-01,0.126840E-01,0.488770E-01,0.113350E-01,0.291107E-01,0.350869E-01,0.359108E-01,0.842412E-01,0.749297E-02,0.701047E-02,0.195862E-01,0.644603E-01,0.169900E-01,0.454433E-01,0.264240E-01,0.685648E-01,0.189935E-01,0.374994E-01,0.130667E-01,0.295941E-01,0.599321E-01,0.823569E-01,0.702346E-01,0.242730E-01,0.112177E+00,0.309420E-01,0.513439E-01,0.280266E-01,0.639996E-01,0.735964E-01,0.393697E-01,0.451697E-01,0.245119E-01,0.513047E-01,0.248920E-01,0.419798E-01,0.670627E-01,0.387271E-01,0.220524E-01,
0.794389E-01,0.000000E+00,0.000000E+00,0.621716E-03,0.130144E-02,0.154022E-02,0.888911E-02,0.131068E+00,0.134659E+00,0.144613E+00,0.149732E+00,0.155629E+00,0.169544E+00,0.794389E-01,0.512981E-01,0.104316E+00,0.434862E-01,0.131068E+00,0.422032E-01,0.644823E-01,0.121670E+00,0.267799E-01,0.607121E-01,0.000000E+00,0.656656E-01,0.130144E-02,0.860127E-01,0.149732E+00,0.290096E-01,0.196192E-01,0.341545E-01,0.401648E-01,0.116545E+00,0.963789E-01,0.475420E-01,0.713231E-01,0.207028E-01,0.567646E-01,0.126355E+00,0.602356E-01,0.131392E-01,0.626874E-01,0.283298E-01,0.721790E-01,0.123238E+00,0.521600E-01,0.155629E+00,0.130044E+00,0.372065E-01,0.000000E+00,0.318695E-01,0.705514E-01,0.791863E-01,0.384898E-01,0.154022E-02,0.888911E-02,0.621716E-03,0.169544E+00,0.119199E+00,0.144613E+00,0.559529E-01,0.113065E+00,0.366156E-01,0.134659E+00,
0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.126645E-01,0.138354E-01,0.140889E-01,0.290201E-01,0.498643E-01,0.607015E-01,0.000000E+00,0.000000E+00,0.811976E-02,0.121950E-02,0.704967E-02,0.297277E-02,0.000000E+00,0.000000E+00,0.901643E-02,0.000000E+00,0.290201E-01,0.277890E-02,0.558861E-02,0.000000E+00,0.140889E-01,0.862152E-02,0.110904E-01,0.860208E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.367871E-02,0.118107E-01,0.607015E-01,0.215692E-02,0.815730E-02,0.108184E-01,0.000000E+00,0.126645E-01,0.000000E+00,0.592835E-03,0.571207E-02,0.344090E-02,0.498643E-01,0.000000E+00,0.336578E-02,0.000000E+00,0.510319E-02,0.000000E+00,0.391324E-03,0.188461E-02,0.659048E-02,0.138354E-01,0.562013E-03,0.655889E-02,0.551610E-02,0.533489E-02,0.000000E+00,0.152624E-02,0.635949E-03,
0.254920E-01,0.000000E+00,0.409115E-02,0.548940E-02,0.584416E-02,0.687086E-02,0.741345E-02,0.485156E-01,0.510743E-01,0.523698E-01,0.588225E-01,0.712378E-01,0.980887E-01,0.254920E-01,0.173768E-01,0.180922E-01,0.373096E-01,0.980887E-01,0.198352E-01,0.197293E-01,0.881391E-02,0.285759E-01,0.319128E-01,0.387316E-01,0.236376E-01,0.330361E-01,0.217064E-01,0.126925E-01,0.309440E-01,0.180617E-01,0.358768E-01,0.431143E-01,0.180436E-01,0.144375E-01,0.165172E-01,0.216292E-01,0.485156E-01,0.548940E-02,0.238838E-01,0.309086E-01,0.878150E-02,0.205258E-01,0.588225E-01,0.687086E-02,0.831674E-02,0.000000E+00,0.225765E-01,0.409115E-02,0.306933E-01,0.523698E-01,0.180037E-01,0.584416E-02,0.164623E-01,0.102966E-01,0.361367E-01,0.461936E-01,0.480327E-01,0.284212E-01,0.144691E-01,0.712378E-01,0.894052E-02,0.741345E-02,0.510743E-01,0.179463E-01,
0.136827E+00,0.214795E-01,0.216543E-01,0.308970E-01,0.464306E-01,0.471351E-01,0.538416E-01,0.162385E+00,0.165087E+00,0.179161E+00,0.191934E+00,0.198300E+00,0.244521E+00,0.136827E+00,0.660901E-01,0.962513E-01,0.138890E+00,0.762316E-01,0.721101E-01,0.158620E+00,0.106876E+00,0.110009E+00,0.214795E-01,0.115252E+00,0.165087E+00,0.471351E-01,0.116629E+00,0.837682E-01,0.979971E-01,0.198300E+00,0.966960E-01,0.796658E-01,0.645692E-01,0.784126E-01,0.162385E+00,0.730211E-01,0.155117E+00,0.128315E+00,0.109138E+00,0.244521E+00,0.129282E+00,0.121304E+00,0.135615E+00,0.179161E+00,0.107485E+00,0.649139E-01,0.216543E-01,0.600255E-01,0.134134E+00,0.132707E+00,0.840492E-01,0.138227E+00,0.191934E+00,0.308970E-01,0.140152E+00,0.464306E-01,0.147795E+00,0.538416E-01,0.799217E-01,0.567762E-01,0.122206E+00,0.117739E+00,0.910225E-01,0.100359E+00,
0.511698E-01,0.000000E+00,0.000000E+00,0.605399E-02,0.865803E-02,0.927782E-02,0.113659E-01,0.983568E-01,0.103292E+00,0.134535E+00,0.138258E+00,0.159594E+00,0.183020E+00,0.511698E-01,0.629696E-01,0.171841E-01,0.543204E-01,0.383288E-01,0.218334E-01,0.244844E-01,0.530399E-01,0.183020E+00,0.929371E-01,0.815458E-01,0.130545E-01,0.291207E-01,0.264017E-01,0.321912E-01,0.113659E-01,0.350928E-01,0.983568E-01,0.103292E+00,0.605399E-02,0.000000E+00,0.686075E-01,0.134535E+00,0.497719E-01,0.663637E-01,0.000000E+00,0.865803E-02,0.588816E-01,0.358274E-01,0.271093E-01,0.400318E-01,0.338435E-01,0.138258E+00,0.411823E-01,0.542638E-01,0.251001E-01,0.927782E-02,0.189083E-01,0.730607E-01,0.168215E-01,0.336150E-01,0.596202E-01,0.159594E+00,0.627774E-01,0.459876E-01,0.741285E-01,0.403221E-01,0.786831E-01,0.264612E-01,0.778455E-01,0.323419E-01,
0.196822E-01,0.000000E+00,0.235016E-02,0.334550E-02,0.818234E-02,0.101913E-01,0.105870E-01,0.380158E-01,0.423889E-01,0.442665E-01,0.470189E-01,0.478377E-01,0.507360E-01,0.196822E-01,0.301129E-01,0.294231E-01,0.353752E-01,0.225163E-01,0.470189E-01,0.239250E-01,0.235016E-02,0.227324E-01,0.423889E-01,0.249214E-01,0.319820E-01,0.375054E-01,0.101913E-01,0.128825E-01,0.219755E-01,0.000000E+00,0.284059E-01,0.249297E-01,0.174476E-01,0.442665E-01,0.380158E-01,0.365377E-01,0.818234E-02,0.308378E-01,0.254316E-01,0.114769E-01,0.237729E-01,0.478377E-01,0.209479E-01,0.356663E-01,0.206741E-01,0.315394E-01,0.188116E-01,0.227177E-01,0.172495E-01,0.334550E-02,0.266479E-01,0.105870E-01,0.275556E-01,0.238281E-01,0.281850E-01,0.107081E-01,0.162545E-01,0.322209E-01,0.149126E-01,0.156446E-01,0.144650E-01,0.127253E-01,0.507360E-01,0.293029E-01,

0.773978E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.448411E-03,0.211123E-01,0.215926E-01,0.222252E-01,0.223663E-01,0.231107E-01,0.299160E-01,0.773978E-02,0.943879E-03,0.157462E-01,0.000000E+00,0.587328E-02,0.341909E-02,0.215926E-01,0.102359E-01,0.223663E-01,0.000000E+00,0.737727E-03,0.208276E-01,0.448411E-03,0.121287E-01,0.110301E-01,0.803209E-03,0.000000E+00,0.408478E-02,0.000000E+00,0.824421E-02,0.110290E-01,0.580308E-02,0.122946E-01,0.129551E-01,0.638495E-02,0.231107E-01,0.135736E-01,0.102697E-01,0.861179E-02,0.299160E-01,0.604239E-02,0.104659E-01,0.217884E-02,0.145164E-01,0.545700E-02,0.986024E-02,0.116290E-01,0.131086E-01,0.000000E+00,0.222252E-01,0.874882E-02,0.200028E-01,0.211123E-01,0.591971E-03,0.242472E-02,0.417782E-02,0.186192E-02,0.525485E-02,0.694849E-02,0.497053E-02,0.828182E-02,
0.457551E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.380459E-03,0.120043E+00,0.124751E+00,0.144929E+00,0.153924E+00,0.170707E+00,0.198596E+00,0.457551E-02,0.116242E+00,0.850706E-01,0.000000E+00,0.277334E-01,0.295266E-01,0.116157E-01,0.120043E+00,0.265743E-01,0.487083E-02,0.961160E-02,0.506108E-02,0.198596E+00,0.975019E-01,0.599852E-02,0.924944E-01,0.380459E-03,0.000000E+00,0.465156E-02,0.124751E+00,0.170707E+00,0.564623E-02,0.000000E+00,0.222980E-01,0.000000E+00,0.684697E-02,0.793137E-02,0.256184E-02,0.422583E-01,0.504265E-01,0.164136E-02,0.721002E-01,0.554549E-02,0.109166E-01,0.350158E-02,0.715099E-01,0.678737E-01,0.153924E+00,0.230245E-02,0.000000E+00,0.144929E+00,0.767153E-02,0.472366E-01,0.690542E-02,0.752686E-02,0.189522E-02,0.634948E-02,0.685202E-02,0.241618E-01,0.208075E-02,0.315754E-01,
0.706008E-02,0.000000E+00,0.690320E-03,0.119498E-02,0.216159E-02,0.235660E-02,0.508967E-02,0.745489E-01,0.764567E-01,0.886882E-01,0.944303E-01,0.951408E-01,0.113313E+00,0.706008E-02,0.876031E-02,0.235660E-02,0.393949E-01,0.274308E-01,0.173824E-01,0.267799E-01,0.126640E-01,0.587718E-02,0.298707E-01,0.704995E-01,0.280607E-01,0.578240E-01,0.000000E+00,0.570647E-01,0.508967E-02,0.353881E-01,0.478498E-01,0.328370E-01,0.951408E-01,0.216159E-02,0.159564E-01,0.134739E-01,0.764567E-01,0.273617E-01,0.462727E-01,0.327212E-01,0.725233E-01,0.119498E-02,0.681404E-01,0.690320E-03,0.163710E-01,0.719638E-01,0.944303E-01,0.537624E-01,0.359036E-01,0.113313E+00,0.370122E-01,0.554844E-01,0.292662E-01,0.745489E-01,0.886882E-01,0.434206E-01,0.586162E-01,0.255783E-01,0.490181E-01,0.322361E-01,0.559327E-01,0.537187E-01,0.335851E-01,0.172560E-01,
0.334734E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.158860E-03,0.134571E-02,0.509837E-01,0.804729E-01,0.117070E+00,0.122028E+00,0.161724E+00,0.220485E+00,0.334734E-01,0.206237E-01,0.349010E-01,0.430951E-01,0.122028E+00,0.124284E-01,0.334633E-01,0.132106E-01,0.128089E-01,0.147136E-01,0.000000E+00,0.328919E-01,0.196236E-02,0.285224E-01,0.117070E+00,0.509837E-01,0.371811E-01,0.416332E-01,0.616934E-02,0.284555E-01,0.210453E-01,0.158860E-03,0.139464E-01,0.116393E-01,0.000000E+00,0.337357E-01,0.302284E-01,0.000000E+00,0.332441E-01,0.347237E-01,0.218657E-01,0.211042E-01,0.491593E-02,0.804729E-01,0.723179E-02,0.154080E-01,0.138675E-01,0.832720E-02,0.162597E-01,0.254183E-01,0.000000E+00,0.431391E-02,0.621426E-02,0.134571E-02,0.220485E+00,0.429043E-01,0.161724E+00,0.140783E-01,0.247045E-01,0.383731E-01,0.423914E-01,
0.499572E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.161396E-01,0.178217E-01,0.242289E-01,0.280905E-01,0.341410E-01,0.547463E-01,0.499572E-02,0.891281E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.316091E-02,0.367109E-02,0.106002E-01,0.000000E+00,0.372440E-02,0.280905E-01,0.323551E-02,0.000000E+00,0.105078E-02,0.119229E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.199999E-02,0.429435E-02,0.396083E-02,0.698259E-02,0.242289E-01,0.547463E-01,0.105492E-01,0.833530E-02,0.178217E-01,0.454278E-02,0.135058E-01,0.622693E-02,0.726799E-02,0.415533E-02,0.134785E-02,0.341410E-01,0.281970E-02,0.228461E-02,0.149234E-01,0.408109E-02,0.304938E-02,0.000000E+00,0.000000E+00,0.506401E-02,0.156467E-01,0.161396E-01,0.733228E-02,0.000000E+00,0.463399E-02,0.671247E-02,0.000000E+00,0.192364E-02,
0.378100E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.663478E-02,0.819277E-02,0.104086E-01,0.157889E-01,0.424490E-01,0.137887E+00,0.378100E-02,0.174750E-02,0.521429E-02,0.406950E-02,0.137887E+00,0.616673E-02,0.123697E-02,0.454638E-02,0.351366E-02,0.663478E-02,0.629764E-02,0.104176E-02,0.104086E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.424490E-01,0.369094E-02,0.145444E-02,0.232581E-02,0.000000E+00,0.000000E+00,0.819277E-02,0.242223E-02,0.000000E+00,0.128148E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.250786E-02,0.000000E+00,0.556683E-02,0.000000E+00,0.000000E+00,0.409091E-02,0.134614E-02,0.000000E+00,0.000000E+00,0.248772E-02,0.000000E+00,0.140355E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.461929E-02,0.000000E+00,0.000000E+00,0.000000E+00,0.157889E-01,0.000000E+00,
