
Factor Contributions (avg = 1) from Base Run #19 (Convergent Run)

,,Factor 1,Factor 2,Factor 3,Factor 4,Factor 5,Factor 6,Factor 7,Factor 8,Factor 9
19,10/15/21,-6.787400E-002,7.931800E-001,5.038700E-003,8.951700E-001,9.552400E-001,5.555600E-002,-2.000000E-001,4.042900E-002,-3.725100E-002
19,10/16/21,-7.820700E-003,-4.325600E-002,-5.722100E-003,-1.825000E-001,7.762100E-001,-2.833900E-002,2.125000E-003,1.261600E-002,5.013300E-002
19,10/17/21,-1.304300E-001,-2.000000E-001,5.402700E+000,1.354700E+000,6.965200E-001,-2.000000E-001,-5.581700E-002,8.005800E-001,-2.900200E-002
19,10/18/21,-2.181700E-002,1.897800E-002,-1.210800E-003,2.449000E-001,3.221500E-001,-2.989800E-003,-1.076900E-002,5.667400E-003,2.610300E-002
19,10/19/21,-1.449800E-001,2.861500E-001,5.985000E+000,1.799300E+000,7.444900E-002,-2.000000E-001,-6.760900E-002,1.344000E+000,-8.205000E-002
19,10/20/21,-1.477600E-001,8.892500E-001,7.312500E+000,1.666100E+000,1.583200E-001,4.098600E-001,-1.669200E-001,1.679400E+000,-1.131000E-001
19,10/21/21,-1.400900E-001,6.115200E-001,5.014900E+000,1.496900E+000,5.568600E-001,1.919500E-001,-1.808700E-001,1.296900E+000,1.632000E-001
19,10/22/21,-1.971800E-001,7.942600E-001,1.046000E+001,1.481800E+000,-2.000000E-001,-2.000000E-001,-8.936500E-002,2.538600E+000,1.070100E+000
19,10/23/21,-4.309000E-002,6.527600E-002,-1.752800E-003,3.264900E-001,2.637800E-001,-8.393600E-002,-8.013500E-002,3.158500E-002,5.029800E-001
19,10/24/21,-1.599200E-001,3.521300E-001,5.443700E+000,2.126300E+000,2.825400E-001,5.132500E-001,-2.000000E-001,-2.000000E-001,-8.084900E-002
19,10/25/21,-1.185500E-002,2.056800E-003,-1.103100E-003,4.756200E-002,3.692500E-001,-1.360000E-002,-6.248400E-004,6.928500E-003,3.650500E-002
19,10/26/21,1.548500E+000,5.520700E-002,3.306900E+000,2.480000E+000,5.339800E-002,-2.337600E-002,-2.000000E-001,5.363800E-001,-9.109500E-002
19,10/27/21,-2.000000E-001,6.990300E-001,1.606600E-002,2.900400E+000,9.669300E-001,2.624200E-001,-2.000000E-001,-5.270100E-003,2.912200E-001
19,10/28/21,-1.769500E-001,6.569100E-001,-1.502100E-002,2.760400E+000,1.143900E+000,-2.000000E-001,-2.000000E-001,1.064000E+000,-1.384500E-001
19,10/29/21,2.845900E-001,7.517000E-001,-2.334300E-002,2.475100E+000,8.521300E-001,-2.000000E-001,-2.335600E-002,1.395500E+000,3.150900E-001
19,10/30/21,-8.014000E-003,-3.995600E-002,-5.437900E-003,-1.718300E-001,7.583100E-001,-2.738700E-002,1.201900E-003,1.256600E-002,4.946500E-002
19,10/31/21,-1.237400E-001,2.182700E+000,5.153500E+000,1.652200E+000,-2.000000E-001,9.287100E-001,-1.243800E-001,2.962700E+000,-2.000000E-001
